organization_id,scenario_id,gist_initial,gist_final,gist_improvement,roi_24m,payback_months,tco_reduction,investment,transformation_time
ORG_0000,0,0.6689912612368323,0.8063787989284595,0.13738753769162726,-0.4199471505673294,41.375540217539765,0.2627099599029379,21423148.7477403,26.134798749100273
ORG_0000,1,0.5769570357291086,0.8069847169198131,0.2300276811907045,-0.4157846939096962,41.08074497502168,0.2690160314448724,21806928.550454438,26.742831787882366
ORG_0000,2,0.4874928367824193,1.1598697527623256,0.6723769159799063,-0.41667691024211057,41.14357964119215,0.2706253535395189,21962092.85769075,25.32096403901781
ORG_0000,3,0.47063530910906426,1.1327378771438248,0.6621025680347605,-0.5270590497718272,50.746292932386325,0.2624790478126076,26416524.718911044,29.14117991707797
ORG_0000,4,0.565800512072751,0.8953991272628873,0.32959861519013633,-0.39143805777754065,39.4372344618731,0.2661120012670724,20755331.09515422,28.123117084358167
ORG_0000,5,0.6542259626490818,0.8111616891899377,0.15693572654085586,-0.4448952199933306,43.235080771078295,0.27215217144202647,23166535.842888087,24.89204735222913
ORG_0000,6,0.5400623856404001,0.9391114935337319,0.3990491078933318,-0.32912352765484026,35.774097004928535,0.26580027355715824,18808936.054684386,23.632991194986435
ORG_0000,7,0.5108780264836761,1.1803250671917809,0.6694470407081048,-0.4616232159489387,44.578445265432855,0.2711436755390908,23860023.50452586,25.686284047344994
ORG_0000,8,0.6637842325983776,0.86529191320758,0.20150768060920243,-0.4570144145079611,44.200068365077954,0.266857644674104,23255611.82845369,25.253891308628297
ORG_0000,9,0.5235756796508276,0.9369337511968348,0.4133580715460071,-0.4391165633075865,42.78963939732368,0.26602507857456426,22482245.313050546,26.56290216208005
ORG_0000,10,0.5433217629870702,1.1413252344723561,0.5980034714852859,-0.3533645648366586,37.11519458245828,0.2721338417763735,19954530.334454894,29.487859523226998
ORG_0000,11,0.4966756746107383,0.8695427954575046,0.37286712084676626,-0.2906067747419461,33.831729914349815,0.2787251917634819,18490834.234315034,23.773841559975928
ORG_0000,12,0.5605529012684825,1.149059902361549,0.5885070010930666,-0.41225657702626595,40.8341447337175,0.27508046652470153,22029578.40281808,24.759252992546262
ORG_0000,13,0.4581849041890604,0.9610875790306455,0.502902674841585,-0.41119896313500476,40.76079778626969,0.2688925278540137,21710701.710192215,23.711925472434693
ORG_0000,14,0.6192363321110886,1.1148897620184348,0.4956534299073462,-0.4149072857848343,41.01914007285705,0.279627816339298,22439244.528074726,29.928829402841338
ORG_0000,15,0.656738060850883,0.8339198301106426,0.1771817692597596,-0.313138456768502,34.94153987292182,0.27076741581908864,18588211.85711333,23.399895563134272
ORG_0000,16,0.5379773094909083,0.9959462131061936,0.4579689036152853,-0.458879887427807,44.352444942245725,0.2766924788202096,23952359.835594587,26.495284831258484
ORG_0000,17,0.5042548025267958,0.998656846274177,0.49440204374738117,-0.3633022661064532,37.69449571185799,0.27727059302338264,20430776.385558207,26.521241496587738
ORG_0000,18,0.5000619145155828,1.222713689877065,0.7226517753614822,-0.37520298753047043,38.412475605699925,0.28026085044425686,21075845.90514101,24.644466227609897
ORG_0000,19,0.48537011515102135,0.9343779613582849,0.44900784620726353,-0.4382498071358971,42.72361684049483,0.27550446936640394,23144482.259783298,26.059798830769214
ORG_0000,20,0.4965977476481658,1.1020524625230417,0.6054547148748759,-0.35631530120210564,37.285335576285895,0.2651858349025923,19577092.908933338,27.33810131971186
ORG_0000,21,0.6625380529309396,0.8215839814602295,0.1590459285292899,-0.44721156757232283,43.41624859007879,0.28325143635336564,23992610.18634112,28.878065337670808
ORG_0000,22,0.49363442698298404,0.8875405130417666,0.3939060860587826,-0.32608941684453635,35.61303324192413,0.280065534342862,19474589.55835758,25.967096550218205
ORG_0000,23,0.4605164701069158,1.0282126148050807,0.567696144698165,-0.4876531923966659,46.84327030799248,0.27043380566075836,24960742.896381423,24.293041897093374
ORG_0000,24,0.49643566451515786,0.9231958525909734,0.4267601880758155,-0.526776768121283,50.71602234049023,0.26253551502363737,26379734.31910592,24.778523766995086
ORG_0000,25,0.6144512915775887,1.015902869017143,0.4014515774395543,-0.35502214905682633,37.21058012287393,0.26910512241657775,19693216.769856285,27.030382414232115
ORG_0000,26,0.5727582774515373,1.1067162538115471,0.5339579763600099,-0.4393789844915299,42.80966880671172,0.2635956006193721,22394686.791391514,28.77788239286637
ORG_0000,27,0.6073685885136647,0.8930205168344783,0.28565192832081354,-0.46491089132490926,44.852342555476945,0.27103615669034725,23896131.296537552,22.397280561015037
ORG_0000,28,0.5737545437141033,0.997253230785505,0.4234986870714017,-0.3225994815235332,35.42955658489619,0.2734836359701229,19019263.692832388,25.209817439727942
ORG_0000,29,0.4956751885220243,0.8986079603668915,0.4029327718448672,-0.45016265048973253,43.64927195538184,0.2742515980221421,23475625.856216207,25.265760548287087
ORG_0000,30,0.5260132080847678,1.090969346143287,0.5649561380585192,-0.4255291937532204,41.77757988573948,0.2738413951943697,22555711.142178275,24.964371672920155
ORG_0000,31,0.5904719916285665,1.0632126142704381,0.47274062264187167,-0.32442048378558025,35.5250557839334,0.2707853222277752,18943698.839905743,24.69569359277535
ORG_0000,32,0.4833233087046085,1.0418576060481508,0.5585342973435423,-0.42643781774721345,41.84376296522015,0.26673387966879253,22044939.68998799,24.372841601208414
ORG_0000,33,0.5985405747864154,1.1272798060347693,0.5287392312483539,-0.3914204097799714,39.43609083459886,0.2699572670156357,20985178.419610005,27.539294111949502
ORG_0000,34,0.4714243358023821,0.8659431369777921,0.39451880117541005,-0.4919873527337651,47.242918319358864,0.27949825889267416,25906372.125745215,25.936394905365997
ORG_0000,35,0.48820143302670993,0.9422060327839993,0.45400459975728935,-0.5176416398826414,49.755538587868074,0.26393019980727506,25963770.97184215,25.192463711607918
ORG_0000,36,0.5470527808489924,1.2151999894418644,0.6681472085928719,-0.3269626431268827,35.65923905249815,0.27183272561947686,19149146.98419183,24.94393928746462
ORG_0000,37,0.6770081116181579,1.1784342414285258,0.5014261298103679,-0.30562289489684874,34.56335156159094,0.26861630790774804,18307174.57569525,26.866974028100454
ORG_0000,38,0.650126175377342,0.987827716244801,0.33770154086745907,-0.4298276627568734,42.09253664610211,0.277441811805807,22866181.38566387,27.71050590730736
ORG_0000,39,0.4957860858366558,0.841794637254189,0.3460085514175332,-0.3926393372492282,39.515236122310924,0.2653547179468262,20705733.801816784,25.72540472017748
ORG_0000,40,0.640689472257495,0.9595019017429101,0.3188124294854151,-0.37780005223688157,38.572809410034196,0.26911272653212887,20467695.995723248,24.334943647059102
ORG_0000,41,0.5019472795744434,1.045384583445065,0.5434373038706216,-0.44400604737520155,43.16593712341315,0.266436199244764,22678568.624317076,27.079228863119315
ORG_0000,42,0.5667801820663146,0.8734247957179172,0.30664461365160256,-0.401064595395661,40.07109917947591,0.26752900710343147,21185169.165085122,26.4662176434914
ORG_0000,43,0.49523174573732937,0.9361402044317153,0.44090845869438594,-0.4052636443335187,40.35401530667283,0.2606404651613943,20820326.429398745,25.175788028925748
ORG_0000,44,0.5849551835243965,1.0147280132893655,0.429772829764969,-0.4638828750135046,44.766337207759506,0.26933790781938816,23786714.57295441,28.34120964223732
ORG_0000,45,0.46097262171352976,1.0556206863615556,0.5946480646480259,-0.3814357440472874,38.7995261107275,0.27076653564227093,20658985.171021074,25.429903836149215
ORG_0000,46,0.5470640764037454,0.899757464843068,0.3526933884393225,-0.5037068806178397,48.35851850994392,0.2684133152997773,25629408.407844603,23.52103749345078
ORG_0000,47,0.5750364088589798,0.9433701590950153,0.36833375023603554,-0.4931079408017474,47.34735840597034,0.2729740090857288,25387371.543261316,22.529551896356576
ORG_0000,48,0.6083525618551433,1.0570652591477123,0.448712697292569,-0.5357949331846712,51.701288322102144,0.2716630308938226,27683366.837314118,28.4559907291429
ORG_0000,49,0.5715572081635051,0.9937144246642379,0.4221572165007328,-0.44297426252529065,43.085980387198305,0.26056976165909196,22220162.97797223,27.237010280724515
ORG_0000,50,0.49511963082770954,0.9561514948492535,0.461031864021544,-0.3892598772018756,39.29658311958165,0.2717979955011639,21005402.631783642,28.539048935193904
ORG_0000,51,0.47471758654573254,1.123776587019419,0.6490590004736865,-0.4022673352295512,40.15172904966952,0.27039738442883204,21419495.654506974,25.303824212883328
ORG_0000,52,0.598288762955975,0.8652880942463509,0.2669993312903759,-0.35755330839063604,37.35718513839443,0.2646702174629876,19598536.50894743,26.69299778507732
