org_id,date,month,availability,security_incidents,transaction_volume,avg_transaction_value,failed_login_attempts,patches_pending,phishing_emails_blocked,pci_score,gdpr_score,it_opex,security_spend,cloud_spend,gist_p,gist_a,gist_s,gist_c,gist_total
ORG-001,2024-02-01,0,0.9940057322103799,30,2088374.319322949,37.896152720948756,1256,27,6271,0.809943520726791,0.793091499421602,192432.1345297814,28864.82017946721,0.0,0.6044115577436181,0.45930859737204655,0.36697739703865373,0.8015175100741965,0.5546967048624951
ORG-001,2024-03-02,1,0.9940358643844848,28,1590694.4356980105,25.03216661523717,864,57,4505,0.8657564217114851,0.798165480874861,192432.1345297814,28864.82017946721,0.0,0.6064338513077024,0.45930859737204655,0.2758857870914855,0.8319609512931732,0.5073409791845982
ORG-001,2024-04-01,2,0.9928659751760832,29,1231690.7603291215,48.12515916945834,909,59,4364,0.7722563118178014,0.7603556916805222,192432.1345297814,28864.82017946721,0.0,0.5279177970525648,0.45930859737204655,0.2636536682967311,0.7663060017491619,0.47854090053407417
ORG-001,2024-05-01,3,0.993970589056041,23,1365945.7279036606,44.386926609522455,942,32,4403,0.8047392390105476,0.8159184529751603,192432.1345297814,28864.82017946721,0.0,0.6020529567812727,0.45930859737204655,0.40089903124465137,0.8103288459928539,0.5729203769019214
ORG-001,2024-05-31,4,0.9917556975636773,20,1315333.5579209377,47.81195678449872,814,81,4506,0.7901261309891472,0.7721491681010256,192432.1345297814,28864.82017946721,0.0,0.4534025210521692,0.45930859737204655,0.29988714433631125,0.7811376495450864,0.48946717321594546
ORG-001,2024-06-30,5,0.9948172915934914,20,1452340.2137528723,59.22375164295684,891,23,4293,0.7423349032178749,0.7962443804216961,192432.1345297814,28864.82017946721,0.0,0.6588786304356653,0.45930859737204655,0.4732411229056358,0.7692896418197854,0.6088397051185376
ORG-001,2024-07-30,6,0.993774120144064,21,985110.6279004392,34.11936083593787,715,46,3553,0.7526990548575975,0.8060138289575799,192432.1345297814,28864.82017946721,0.0,0.5888671237626822,0.45930859737204655,0.3693702659004988,0.7793564419075887,0.5498936163125974
ORG-001,2024-08-29,7,0.994487985996346,24,882694.3042460992,33.63639250622956,662,47,3610,0.7300141839305052,0.7660780250824359,192432.1345297814,28864.82017946721,0.0,0.636777583647384,0.45930859737204655,0.33696766129072975,0.7480461045064706,0.534924340781261
ORG-001,2024-09-28,8,0.9941723720739348,29,1372269.302489041,41.519789866582826,847,46,4420,0.811120891392625,0.7949277811380339,183569.5797191926,30194.203401055533,8018.0056054075585,0.6155954412036797,0.48183740581487794,0.30014978929008423,0.8030243362653294,0.5295149960201542
ORG-001,2024-10-28,9,0.9953815766934894,24,1403394.5940804747,39.015205803067765,865,51,4429,0.8414687881569202,0.9032720695947511,176067.5890361878,31319.502003506255,16036.011210815117,0.6967501136570042,0.5043662142577093,0.3249545032165526,0.8723704288758356,0.577158990580328
ORG-001,2024-11-27,10,0.9934580464730088,25,1662279.4091023146,46.64463546998011,1283,44,6233,0.7904329580211326,0.9395071364780128,169717.29102272456,32272.04670552574,24054.016816222676,0.5676541257052911,0.5268950227005407,0.3378160427887466,0.8649700472495727,0.5735207461391876
ORG-001,2024-12-27,11,0.9942088044205606,25,1636796.378099028,38.197413766480544,1290,44,6144,0.7641195200000113,0.7728998870473947,164341.87980671876,33078.35838792661,32072.022421630234,0.6180405651382944,0.5494238311433721,0.3378160427887466,0.768509703523703,0.5760061104273022
ORG-001,2025-01-26,12,0.9933036919330575,22,2059016.6629213034,48.772037869735044,1239,42,6063,0.8267131412366111,0.858289724405324,159791.6924485978,33760.88649164475,40090.0280270378,0.5572947606078827,0.5719526395862036,0.3724068595904796,0.8425014328209676,0.6074041491438997
ORG-001,2025-02-25,13,0.9945521343350289,17,1505469.161158143,51.677799771273605,918,42,4402,0.8393698617739244,0.8832825319778876,155940.04200512014,34338.6340581664,48108.03363244535,0.6410828412771052,0.5944814480290349,0.4291331685408679,0.8613261968759061,0.6670435302177437
ORG-001,2025-03-27,14,0.9944313937808532,25,1434644.8602298205,40.730985676430635,887,32,4394,0.846832632275697,0.775045558040783,152679.69029404942,34827.68681482701,56126.039237852914,0.6329794483794101,0.6170102564718662,0.38281984773333344,0.81093909515824,0.6405891003564825
ORG-001,2025-04-26,15,0.9933067965061615,13,1511655.3050662566,41.21991847129027,890,43,4253,0.9211510097972038,0.8663451363550556,149919.86215391225,35241.66103584758,64144.04484326047,0.5575031212188921,0.6395390649146977,0.48249229898370916,0.8937480730761297,0.7042048850358151
ORG-001,2025-05-26,16,0.9921213078514107,22,1352815.9593994194,40.563573723322044,913,33,4383,0.7914205491119085,0.8160692154984055,147583.7180694473,35592.082648517324,72162.05044866803,0.47794012425575366,0.6620678733575291,0.4064631840155274,0.803744882305157,0.6396490988983684
ORG-001,2025-06-25,17,0.9950103221173477,20,1391276.7811291283,65.33832767460738,873,45,4372,0.8383864227965938,0.8742153836578536,145606.21479523636,35888.70813964897,80180.0560540756,0.6718336991508552,0.6845966818003605,0.38335552859910504,0.8563009032272237,0.6836667712294691
ORG-001,2025-07-25,18,0.9929811582263429,14,1047618.8298664986,45.15317071315813,696,19,3543,0.8891289915453243,0.7866654111762386,143932.29441270547,36139.7961970286,88198.06165948314,0.5356482031102631,0.7071254902431918,0.571495745959788,0.8378972013607815,0.7606185534867704
ORG-001,2025-08-24,19,0.9945359085342393,16,1057440.8149915577,48.99200741237449,758,26,3501,0.9244533297101243,0.7667527191278085,142515.35139997117,36352.337648938745,96216.0672648907,0.639993861358345,0.7296542986860233,0.5074055976584106,0.8456030244189664,0.7639665943429105
ORG-001,2025-09-23,20,0.9935630027149447,13,1423543.8283412855,49.68843087574778,825,26,4476,0.7889567163074181,0.8794436081668673,141315.93503448012,36532.2501037624,104234.07287029826,0.574698168788234,0.7296542986860233,0.5510356852446874,0.8342001622371427,0.7691556646244806
ORG-001,2025-10-23,21,0.9939347657674216,20,1198047.9112341248,40.253542407162385,903,26,4375,0.8463074294969791,0.8378994244725191,140300.65100055726,36684.54270885083,112252.07847570583,0.599648709222924,0.7296542986860233,0.45853588389094313,0.8421034269847492,0.7288169590284931
ORG-001,2025-11-22,22,0.9935167314283371,28,2118738.6163296434,58.396569860811795,1213,32,6135,0.8356074871401145,0.8412280174723826,139441.2316202683,36813.45561589418,120270.08408111338,0.571592713311213,0.7296542986860233,0.35887514798218334,0.8384177523062486,0.6635789430655075
ORG-001,2025-12-22,23,0.9937443878387919,26,1994646.6910676553,38.74885225725253,1250,19,6232,0.8191648772953795,0.8109216112096896,138713.7488208369,36922.57803580889,128288.08968652094,0.5868716670330155,0.7296542986860233,0.4370636395053499,0.8150432442525346,0.7088634592310292
ORG-002,2024-02-01,0,0.9926357644235025,31,1299068.410128094,40.28327382726365,914,40,4783,0.7762473251881562,0.7777215204596949,117999.15204038187,17699.872806057283,0.0,0.512467410973325,0.3199949831636006,0.3070803699429344,0.7769844228239255,0.4352763053812949
ORG-002,2024-03-02,1,0.9920889215596904,21,1051558.7914806386,41.19322411935429,702,41,3387,0.7630481862375856,0.7578980728890278,117999.15204038187,17699.872806057283,0.0,0.47576654763022946,0.3199949831636006,0.38613531126909295,0.7604731295633067,0.4627669997919016
ORG-002,2024-04-01,2,0.9925414467293163,13,980742.4251068612,50.04310776287376,699,32,3557,0.7985061962182757,0.7819504285991067,117999.15204038187,17699.872806057283,0.0,0.506137364383646,0.3199949831636006,0.5241444356738291,0.7902283124086912,0.5243126984286589
ORG-002,2024-05-01,3,0.9927840523471192,14,1021712.5665063241,47.50833648120101,690,52,3392,0.807615028468754,0.8053329277040742,117999.15204038187,17699.872806057283,0.0,0.5224196206120265,0.3199949831636006,0.43933305505835774,0.8064739780864141,0.4983786639826467
ORG-002,2024-05-31,4,0.9947497627985264,20,910071.4331916994,29.24688634336664,686,37,3434,0.8115201885420226,0.774923101248044,117999.15204038187,17699.872806057283,0.0,0.6543464965453991,0.3199949831636006,0.4115732309112792,0.7932216448950333,0.5046503063128351
ORG-002,2024-06-30,5,0.9916615451939604,25,1086901.0073248846,57.32524102613094,687,37,3465,0.6842776136930018,0.7740242465563891,117999.15204038187,17699.872806057283,0.0,0.447083570064459,0.3199949831636006,0.3627484443245278,0.7291509301246955,0.443762494881449
ORG-002,2024-07-30,6,0.9925649620639062,23,821111.488601604,38.225226350247944,599,40,2676,0.6918988363492206,0.8537118686037621,112564.644154699,18515.048988909715,4916.631335015911,0.507715574758806,0.3483285255317839,0.36971364727432054,0.7728053524764913,0.4787952478792547
ORG-002,2024-08-29,7,0.9928640136920522,17,734564.664822647,57.32402606454252,547,42,2790,0.8047718547947638,0.8612485704586204,107964.43254569451,19205.08073026039,9833.262670031821,0.5277861538290093,0.3766620678999672,0.4291331685408679,0.8330102126266921,0.5327522382895814
ORG-002,2024-09-28,8,0.9917089367439673,15,1113302.9985597876,56.296608138221494,672,16,3491,0.8509209294461425,0.8127671188999521,104070.43748804256,19789.17998890818,14749.894005047734,0.45026421100451813,0.4049956102681505,0.5738795464740852,0.8318440241730474,0.5897791261721294
ORG-002,2024-10-28,9,0.9939508384776343,20,832306.2016827748,50.564556315984106,679,38,3422,0.7969263953665847,0.7750015424504682,100774.24183492582,20283.609336875692,19666.525340063643,0.6007274146063304,0.4333291526363338,0.40779423550682914,0.7859639689085265,0.5588075703754923
ORG-002,2024-11-27,10,0.9921332553306674,35,1226325.7454323436,38.921328606147874,922,43,4685,0.7756095323797798,0.7735516083225528,97984.0724528986,20702.134744179773,24583.156675079557,0.4787419685011699,0.4616626950045171,0.2735291989973666,0.7745805703511663,0.47870708481832336
ORG-002,2024-12-27,11,0.9921113024924489,26,1199924.0492510833,41.35233318206302,993,39,4621,0.8136709483997481,0.847263172641289,95622.24506166324,21056.408852865075,29499.788010095468,0.4772686236542916,0.4899962373727004,0.346881480342497,0.8304670605205186,0.5404798291359266
ORG-002,2025-01-26,12,0.9921390491316845,24,1318364.2069812526,34.4208759713123,949,51,4570,0.8134847480680705,0.8311071569388436,93623.00133763641,21356.295411469102,34416.41934511138,0.479130814207013,0.5183297797408837,0.3249545032165526,0.822295952503457,0.5396678812710671
